Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
5,00:00,NaN,124,119,fim_partida,
5,00:00,Fim  do período de prorragação,124,119,,
5,00:02,SJO,124,119,3_Pts_T,Figueredo
5,00:09,SJO,124,119,RD,Lupa
5,00:09,MIN,124,119,LL_Pts_T,Alex
5,00:09,MIN,124,119,LL_Pts_T,Alex
5,00:09,MIN,124,119,FR,Alex
5,00:09,SJO,124,119,FC,Mariani
5,00:11,SJO,124,119,3_Pts_C,Figueredo
5,00:21,MIN,124,116,LL_Pts_C,Scott
5,00:21,MIN,123,116,AS,Tyrone 
5,00:21,MIN,123,116,LL_Pts_C,Scott
5,00:21,MIN,122,116,FR,Scott
5,00:21,SJO,122,116,FC,Morillo
5,00:30,MIN,122,116,RD,Minas
5,00:30,SJO,122,116,3_Pts_T,Duda
5,00:38,MIN,122,116,LL_Pts_C,Leandrinho
5,00:38,MIN,121,116,LL_Pts_C,Leandrinho
5,00:38,MIN,120,116,FR,Leandrinho
5,00:38,SJO,120,116,FC,Duda
5,00:47,SJO,120,116,LL_Pts_C,Figueredo
5,00:47,SJO,120,115,LL_Pts_T,Figueredo
5,00:47,MIN,120,115,substituicao_entra,Alexei
5,00:47,MIN,120,115,substituicao_sai,Jackson Jr
5,00:47,SJO,120,115,FR,Figueredo
5,00:47,MIN,120,115,FC,Jackson Jr
5,00:53,SJO,120,115,substituicao_entra,Mariani
5,00:53,SJO,120,115,substituicao_sai,L  Eltink
5,00:53,SJO,120,115,tempo_tecnico,São José
5,00:53,MIN,120,115,AS,Scott
5,00:53,MIN,120,115,2_Pts_C,Alex
5,01:12,MIN,118,115,RD,Leandrinho
5,01:16,SJO,118,115,3_Pts_T,Figueredo
5,01:38,MIN,118,115,LL_Pts_C,Scott
5,01:38,MIN,117,115,AS,Leandrinho
5,01:38,MIN,117,115,LL_Pts_C,Scott
5,01:38,MIN,116,115,FR,Scott
5,01:38,SJO,116,115,FC,L  Eltink
5,01:57,SJO,116,115,LL_Pts_C,Morillo
5,01:57,SJO,116,114,LL_Pts_T,Morillo
5,01:57,SJO,116,114,FR,Morillo
5,01:57,MIN,116,114,FC,Jackson Jr
5,02:13,MIN,116,114,2_Pts_C,Scott
5,02:13,MIN,114,114,RO,Scott
5,02:17,MIN,114,114,2_Pts_T,Leandrinho
5,02:36,SJO,114,114,AS,Duda
5,02:36,SJO,114,114,3_Pts_C,Morillo
5,02:53,SJO,114,111,BR,Lupa
5,02:53,MIN,114,111,ER,Alex
5,03:15,MIN,114,111,RD,Minas
5,03:16,SJO,114,111,3_Pts_T,Morillo
5,03:36,MIN,114,111,AS,Leandrinho
5,03:36,MIN,114,111,3_Pts_C,Jackson Jr
5,03:54,SJO,111,111,AS,Figueredo
5,03:54,SJO,111,111,2_Pts_C,Morillo
5,03:56,SJO,111,109,RD,Duda
5,03:59,MIN,111,109,2_Pts_T,Leandrinho
5,04:04,MIN,111,109,RD,Leandrinho
5,04:08,SJO,111,109,2_Pts_T,Morillo
5,04:29,MIN,111,109,LL_Pts_C,Tyrone 
5,04:29,MIN,110,109,LL_Pts_C,Tyrone 
5,04:29,SJO,109,109,substituicao_entra,L  Eltink
5,04:29,SJO,109,109,substituicao_sai,Rafael
5,04:29,MIN,109,109,FR,Tyrone 
5,04:29,SJO,109,109,FC,Rafael
5,04:41,SJO,109,109,LL_Pts_C,Lupa
5,04:41,SJO,109,108,LL_Pts_C,Lupa
5,04:41,MIN,109,107,substituicao_entra,Jackson Jr
5,04:41,MIN,109,107,substituicao_sai,Deodato
5,04:41,SJO,109,107,FR,Lupa
5,04:41,MIN,109,107,FC,Deodato
5,04:50,MIN,109,107,2_Pts_C,Tyrone 
5,05:00,Início do  de período de prorragação,107,107,,
5,05:00,MIN,107,107,substituicao_entra,Deodato
5,05:00,MIN,107,107,substituicao_sai,Jackson Jr
4,00:00,NaN,107,107,fim_quarto, 
4,00:01,MIN,107,107,3_Pts_T,Leandrinho
4,00:02,SJO,107,107,2_Pts_C,Figueredo
4,00:11,SJO,107,105,tempo_tecnico,São José
4,00:11,MIN,107,105,LL_Pts_C,Alex
4,00:11,MIN,106,105,LL_Pts_T,Alex
4,00:11,MIN,106,105,FR,Alex
4,00:11,SJO,106,105,FC,Figueredo
4,00:17,SJO,106,105,AS,Figueredo
4,00:17,SJO,106,105,2_Pts_C,Rafael
4,00:18,SJO,106,103,RD,Duda
4,00:22,MIN,106,103,3_Pts_T,Jackson Jr
4,00:38,SJO,106,103,AS,Morillo
4,00:38,SJO,106,103,2_Pts_C,Lupa
4,00:44,MIN,106,101,ER,Jackson Jr
4,00:45,SJO,106,101,2_Pts_C,Morillo
4,01:00,MIN,106,99,LL_Pts_C,Jackson Jr
4,01:00,MIN,105,99,LL_Pts_C,Jackson Jr
4,01:00,MIN,104,99,FR,Jackson Jr
4,01:00,SJO,104,99,FC,Duda
4,01:06,SJO,104,99,LL_Pts_C,Rafael
4,01:06,SJO,104,98,LL_Pts_C,Rafael
4,01:06,SJO,104,97,FR,Rafael
4,01:06,MIN,104,97,FC,Tyrone 
4,01:10,SJO,104,97,BR,Duda
4,01:10,MIN,104,97,ER,Tyrone 
4,01:21,MIN,104,97,tempo_tecnico,Minas
4,01:21,SJO,104,97,AS,Morillo
4,01:21,SJO,104,97,3_Pts_C,Figueredo
4,01:29,SJO,104,94,BR,Morillo
4,01:29,MIN,104,94,ER,Jackson Jr
4,01:35,SJO,104,94,LL_Pts_C,Duda
4,01:35,SJO,104,93,LL_Pts_C,Duda
4,01:35,SJO,104,92,FR,Duda
4,01:35,MIN,104,92,FC,Alex
4,01:39,SJO,104,92,RO,Rafael
4,01:43,SJO,104,92,3_Pts_T,Duda
4,01:48,SJO,104,92,RD,Rafael
4,01:48,MIN,104,92,LL_Pts_T,Tyrone 
4,01:48,MIN,104,92,LL_Pts_C,Tyrone 
4,01:48,MIN,103,92,FR,Tyrone 
4,01:48,SJO,103,92,FC,Rafael
4,01:50,SJO,103,92,LL_Pts_C,Morillo
4,01:50,SJO,103,91,LL_Pts_T,Morillo
4,01:50,SJO,103,91,FR,Morillo
4,01:50,MIN,103,91,FC,Tyrone 
4,02:02,MIN,103,91,LL_Pts_C,Scott
4,02:02,MIN,102,91,LL_Pts_T,Scott
4,02:02,MIN,102,91,FR,Scott
4,02:02,SJO,102,91,FC,Rafael
4,02:07,MIN,102,91,BR,Tyrone 
4,02:07,SJO,102,91,ER,Figueredo
4,02:21,MIN,102,91,2_Pts_C,Leandrinho
4,02:43,SJO,100,91,AS,Morillo
4,02:43,SJO,100,91,3_Pts_C,Duda
4,02:45,SJO,100,88,RO,São José
4,02:45,MIN,100,88,TO,Scott
4,02:45,SJO,100,88,2_Pts_T,Morillo
4,02:59,MIN,100,88,AS,Leandrinho
4,02:59,MIN,100,88,2_Pts_C,Jackson Jr
4,03:16,SJO,98,88,substituicao_entra,Duda
4,03:16,SJO,98,88,substituicao_sai,Mariani
4,03:16,MIN,98,88,tempo_tecnico,Minas
4,03:17,SJO,98,88,2_Pts_C,Lupa
4,03:22,SJO,98,86,BR,Lupa
4,03:22,MIN,98,86,ER,Tyrone 
4,03:34,SJO,98,86,AS,Figueredo
4,03:34,SJO,98,86,2_Pts_C,Lupa
4,03:49,MIN,98,84,AS,Alex
4,03:49,MIN,98,84,2_Pts_C,Jackson Jr
4,04:00,SJO,96,84,3_Pts_C,Figueredo
4,04:11,SJO,96,81,tempo_tecnico,São José
4,04:11,MIN,96,81,AS,Alex
4,04:11,MIN,96,81,2_Pts_C,Scott
4,04:31,SJO,94,81,LL_Pts_C,Morillo
4,04:31,SJO,94,80,LL_Pts_C,Morillo
4,04:31,SJO,94,79,FR,Morillo
4,04:31,MIN,94,79,FC,Alex
4,04:31,SJO,94,79,RO,Lupa
4,04:35,SJO,94,79,3_Pts_T,Morillo
4,04:37,SJO,94,79,RO,Rafael
4,04:41,SJO,94,79,3_Pts_T,Mariani
4,04:58,MIN,94,79,AS,Tyrone 
4,04:58,MIN,94,79,2_Pts_C,Alex
4,05:17,SJO,92,79,3_Pts_C,Mariani
4,05:22,SJO,92,76,BR,Mariani
4,05:22,MIN,92,76,ER,Tyrone 
4,05:23,MIN,92,76,RO,Tyrone 
4,05:26,MIN,92,76,2_Pts_T,Tyrone 
4,05:40,SJO,92,76,AS,Lupa
4,05:40,SJO,92,76,2_Pts_C,Rafael
4,05:52,MIN,92,74,LL_Pts_C,Leandrinho
4,05:52,MIN,91,74,AS,Alex
