Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,68,80,fim_partida,
4,00:00,NaN,68,80,fim_quarto, 
4,00:10,COR,68,80,2_Pts_C,Fuller
4,00:35,COR,68,78,BR,Humberto
4,00:35,APB,68,78,ER,Paulo
4,00:42,APB,68,78,RD,Funches III
4,00:45,COR,68,78,2_Pts_T,Arthur Pecos
4,01:08,APB,68,78,AS,Phillips
4,01:08,APB,68,78,EN,Paulo
4,01:11,APB,66,78,RD,Funches III
4,01:16,COR,66,78,2_Pts_T,Fuller
4,01:36,APB,66,78,ER,Funches III
4,01:46,APB,66,78,RD,Pato Basquete
4,01:46,COR,66,78,LL_Pts_T,Nesbitt
4,01:46,COR,66,78,LL_Pts_C,Nesbitt
4,01:46,COR,66,77,FR,Nesbitt
4,01:46,APB,66,77,FC,Funches III
4,01:47,COR,66,77,RO,Nesbitt
4,01:47,COR,66,77,LL_Pts_T,Humberto
4,01:47,COR,66,77,LL_Pts_T,Humberto
4,01:47,COR,66,77,FR,Humberto
4,01:47,APB,66,77,FC,Gustavo
4,02:13,APB,66,77,AS,Gegê
4,02:13,APB,66,77,2_Pts_C,Paulo
4,02:18,APB,64,77,RO,Gustavo
4,02:22,APB,64,77,2_Pts_T,Phillips
4,02:33,COR,64,77,AS,Nesbitt
4,02:33,COR,64,77,2_Pts_C,Douglas Santos
4,02:55,APB,64,75,2_Pts_C,Paulo
4,03:04,APB,62,75,RD,Gegê
4,03:08,COR,62,75,2_Pts_T,Arthur Pecos
4,03:45,COR,62,75,RD,Douglas Santos
4,03:49,APB,62,75,2_Pts_T,Paulo
4,04:00,APB,62,75,RD,Gegê
4,04:04,COR,62,75,3_Pts_T,Humberto
4,04:16,APB,62,75,substituicao_entra,Paulo
4,04:16,APB,62,75,substituicao_sai,Aquiles
4,04:16,APB,62,75,,
4,04:16,COR,62,75,LL_Pts_C,Humberto
4,04:16,COR,62,74,LL_Pts_T,Humberto
4,04:16,COR,62,74,FR,Humberto
4,04:16,APB,62,74,FC,Aquiles
4,04:17,COR,62,74,RO,Humberto
4,04:17,COR,62,74,LL_Pts_T,Douglas Santos
4,04:17,COR,62,74,LL_Pts_T,Douglas Santos
4,04:17,COR,62,74,FR,Douglas Santos
4,04:17,APB,62,74,FC,Gustavo
4,04:31,APB,62,74,AS,Gegê
4,04:31,APB,62,74,2_Pts_C,Phillips
4,04:50,COR,60,74,2_Pts_C,Arthur Pecos
4,05:01,COR,60,72,RO,Nesbitt
4,05:05,COR,60,72,3_Pts_T,Humberto
4,05:20,COR,60,72,LL_Pts_C,Douglas Santos
4,05:20,COR,60,71,LL_Pts_C,Douglas Santos
4,05:20,APB,60,70,substituicao_entra,Funches III
4,05:20,APB,60,70,substituicao_sai,Coimbra
4,05:20,COR,60,70,FR,Douglas Santos
4,05:20,APB,60,70,FC_A,Coimbra
4,05:35,COR,60,70,substituicao_entra,Fuller
4,05:35,COR,60,70,substituicao_sai,Fischer
4,05:39,APB,60,70,2_Pts_C,Gegê
4,05:55,APB,58,70,BR,Coimbra
4,05:55,COR,58,70,ER,Humberto
4,06:07,APB,58,70,ER,Aquiles
4,06:12,COR,58,70,LL_Pts_C,Nesbitt
4,06:12,COR,58,69,AS,Arthur Pecos
4,06:12,COR,58,69,LL_Pts_C,Nesbitt
4,06:12,APB,58,68,tempo_tecnico,Pato Basquete
4,06:12,COR,58,68,FR,Nesbitt
4,06:12,APB,58,68,FC,Aquiles
4,06:29,APB,58,68,AS,Gustavo
4,06:29,APB,58,68,3_Pts_C,Aquiles
4,06:35,APB,55,68,BR,Gegê
4,06:35,COR,55,68,ER,Douglas Santos
4,06:40,COR,55,68,BR,Douglas Santos
4,06:40,APB,55,68,ER,Phillips
4,06:58,COR,55,68,AS,Arthur Pecos
4,06:58,COR,55,68,3_Pts_C,Fischer
4,07:08,COR,55,65,FR,Arthur Pecos
4,07:08,APB,55,65,FC,Gegê
4,07:12,COR,55,65,BR,Arthur Pecos
4,07:12,APB,55,65,ER,Aquiles
4,07:26,COR,55,65,AS,Nesbitt
4,07:26,COR,55,65,2_Pts_C,Douglas Santos
4,07:42,APB,55,63,LL_Pts_C,Aquiles
4,07:42,APB,54,63,LL_Pts_T,Aquiles
4,07:42,COR,54,63,substituicao_entra,Nesbitt
4,07:42,COR,54,63,substituicao_sai,Teichmann
4,07:42,APB,54,63,FR,Aquiles
4,07:42,COR,54,63,FC,Humberto
4,07:43,APB,54,63,RD,Phillips
4,07:52,COR,54,63,2_Pts_T,Arthur Pecos
4,08:05,APB,54,63,AS,Gegê
4,08:05,APB,54,63,2_Pts_C,Gustavo
4,08:10,APB,52,63,RD,Coimbra
4,08:13,COR,52,63,2_Pts_T,Douglas Santos
4,08:16,COR,52,63,FR,Teichmann
4,08:16,APB,52,63,FC,Gustavo
4,08:31,APB,52,63,ER,Phillips
4,08:47,APB,52,63,FR,Coimbra
4,08:47,COR,52,63,FC,Humberto
4,08:56,COR,52,63,2_Pts_C,Fischer
4,09:03,COR,52,61,RD,Humberto
4,09:07,APB,52,61,2_Pts_T,Gegê
4,09:25,APB,52,61,FR,Coimbra
4,09:25,COR,52,61,FC,Douglas Santos
4,09:25,APB,52,61,RD,Pato Basquete
4,09:25,COR,52,61,2_Pts_T,Arthur Pecos
4,09:43,APB,52,61,AS,Phillips
4,09:43,APB,52,61,2_Pts_C,Coimbra
4,09:51,COR,50,61,substituicao_entra,Fischer
4,09:51,COR,50,61,substituicao_sai,Fuller
4,10:00,NaN,50,61,inicio_quarto,
3,00:00,NaN,50,61,fim_quarto,
3,00:17,COR,50,61,substituicao_entra,Arthur Pecos
3,00:17,COR,50,61,substituicao_sai,Fischer
3,00:17,APB,50,61,substituicao_entra,Aquiles
3,00:17,APB,50,61,substituicao_sai,Funches III
3,00:17,COR,50,61,LL_Pts_C,Fischer
3,00:17,COR,50,60,LL_Pts_C,Fischer
3,00:17,APB,50,59,substituicao_entra,Coimbra
3,00:17,APB,50,59,substituicao_sai,Rodrigues
3,00:17,COR,50,59,FR,Fischer
3,00:17,APB,50,59,FC,Gustavo
3,00:32,COR,50,59,BR,Humberto
3,00:32,APB,50,59,ER,Rodrigues
3,00:36,COR,50,59,2_Pts_C,Fuller
3,00:45,COR,50,57,FR,Fischer
3,00:45,APB,50,57,ER,Funches III
3,00:45,APB,50,57,FC_O,Funches III
3,00:55,COR,50,57,ER,Fischer
3,00:59,APB,50,57,substituicao_entra,Phillips
3,00:59,APB,50,57,substituicao_sai,Paulo
3,01:05,COR,50,57,RD,Fischer
3,01:09,APB,50,57,2_Pts_T,Paulo
3,01:26,COR,50,57,substituicao_entra,Humberto
3,01:26,COR,50,57,substituicao_sai,F  Vezaro
3,01:31,COR,50,57,ER,F  Vezaro
3,01:42,APB,50,57,2_Pts_C,Gegê
3,01:58,COR,48,57,AS,Fischer
3,01:58,COR,48,57,2_Pts_C,Teichmann
3,02:14,APB,48,55,ER,
3,02:38,APB,48,55,RD,Funches III
3,02:38,COR,48,55,LL_Pts_T,F  Vezaro
3,02:38,APB,48,55,substituicao_entra,Gegê
3,02:38,APB,48,55,substituicao_sai,Augusto
3,02:38,APB,48,55,tempo_tecnico,Pato Basquete
3,02:38,COR,48,55,FR,F  Vezaro
3,02:38,APB,48,55,FC,Augusto
3,02:38,COR,48,55,AS,Fuller
3,02:38,COR,48,55,2_Pts_C,F  Vezaro
3,02:41,COR,48,53,RD,Fuller
3,02:43,APB,48,53,3_Pts_T,Paulo
3,02:56,APB,48,53,substituicao_entra,Augusto
3,02:56,APB,48,53,substituicao_sai,Phillips
3,02:57,COR,48,53,AS,Teichmann
3,02:57,COR,48,53,3_Pts_C,Fischer
3,03:12,APB,48,50,2_Pts_C,Phillips
3,03:22,APB,46,50,substituicao_entra,Rodrigues
3,03:22,APB,46,50,substituicao_sai,Coimbra
3,03:22,APB,46,50,FR,Phillips
3,03:22,COR,46,50,FC,F  Vezaro
3,03:36,COR,46,50,2_Pts_C,Douglas Santos
3,03:45,COR,46,48,RO,Fuller
3,03:48,COR,46,48,2_Pts_T,Fuller
3,03:58,APB,46,48,substituicao_entra,Paulo
3,03:58,APB,46,48,substituicao_sai,Gegê
3,03:58,APB,46,48,ER,Coimbra
3,04:02,COR,46,48,AS,Douglas Santos
3,04:02,COR,46,48,2_Pts_C,Teichmann
3,04:20,APB,46,46,2_Pts_C,Gustavo
3,04:23,APB,44,46,RD,Gustavo
3,04:26,COR,44,46,3_Pts_T,F  Vezaro
3,04:51,COR,44,46,RD,Corinthians
3,04:53,APB,44,46,3_Pts_T,Phillips
3,05:09,APB,44,46,RD,Pato Basquete
3,05:13,COR,44,46,2_Pts_T,F  Vezaro
3,05:38,COR,44,46,RD,Corinthians
3,05:38,COR,44,46,TO,Douglas Santos
3,05:38,APB,44,46,2_Pts_T,Coimbra
3,05:51,COR,44,46,2_Pts_C,Fuller
3,05:59,COR,44,44,FR,Fuller
3,05:59,APB,44,44,FC,Funches III
3,06:13,APB,44,44,2_Pts_C,Phillips
3,06:18,APB,42,44,BR,Phillips
3,06:18,COR,42,44,ER,Fischer
3,06:23,COR,42,44,substituicao_entra,Douglas Santos
3,06:23,COR,42,44,substituicao_sai,Nesbitt
3,06:23,COR,42,44,FR,Teichmann
3,06:23,APB,42,44,FC,Funches III
3,06:40,APB,42,44,2_Pts_C,Phillips
3,06:56,APB,40,44,FR,Coimbra
3,06:56,COR,40,44,ER,Nesbitt
3,06:56,COR,40,44,FC_O,Nesbitt
3,07:11,COR,40,44,substituicao_entra,F  Vezaro
3,07:11,COR,40,44,substituicao_sai,Johnson
3,07:11,COR,40,44,substituicao_entra,Teichmann
3,07:11,COR,40,44,substituicao_sai,Robinson
3,07:11,COR,40,44,substituicao_entra,Fischer
3,07:11,COR,40,44,substituicao_sai,Arthur Pecos
3,07:11,COR,40,44,tempo_tecnico,Corinthians
3,07:11,APB,40,44,2_Pts_C,Phillips
3,07:26,APB,38,44,RD,Pato Basquete
3,07:30,COR,38,44,2_Pts_T,Arthur Pecos
3,07:43,APB,38,44,LL_Pts_C,Funches III
3,07:43,APB,37,44,LL_Pts_C,Funches III
3,07:43,APB,36,44,FR,Funches III
3,07:43,COR,36,44,FC,Robinson
3,07:47,APB,36,44,RD,Gustavo
3,07:50,COR,36,44,2_Pts_T,Nesbitt
3,08:08,APB,36,44,AS,Funches III
3,08:08,APB,36,44,2_Pts_C,Coimbra
3,08:14,APB,34,44,RD,Coimbra
3,08:20,APB,34,44,TO,Funches III
3,08:20,COR,34,44,2_Pts_T,Johnson
3,08:21,COR,34,44,RO,Johnson
3,08:25,COR,34,44,2_Pts_T,Robinson
3,08:33,COR,34,44,FR,Nesbitt
3,08:33,APB,34,44,FC,Phillips
3,08:41,COR,34,44,RD,Nesbitt
3,08:44,APB,34,44,2_Pts_T,Phillips
3,08:55,APB,34,44,FR,Gustavo
3,08:55,COR,34,44,FC,Johnson
3,09:05,COR,34,44,ER,Fuller
3,09:13,COR,34,44,FR,Johnson
3,09:13,APB,34,44,FC,Coimbra
3,09:19,COR,34,44,RD,Nesbitt
3,09:24,APB,34,44,2_Pts_T,Coimbra
3,09:41,APB,34,44,RD,Funches III
3,09:44,COR,34,44,3_Pts_T,Fuller
3,10:00,NaN,34,44,inicio_quarto,
2,00:00,NaN,34,44,fim_quarto,
2,00:02,APB,34,44,BR,Gustavo
2,00:02,COR,34,44,ER,Fuller
2,00:23,COR,34,44,substituicao_entra,F  Vezaro
2,00:23,COR,34,44,substituicao_sai,Humberto
2,00:23,APB,34,44,substituicao_entra,Funches III
2,00:23,APB,34,44,substituicao_sai,Gegê
2,00:23,APB,34,44,substituicao_entra,Paulo
2,00:23,APB,34,44,substituicao_sai,Phillips
2,00:23,COR,34,44,tempo_tecnico,Corinthians
2,00:25,APB,34,44,2_Pts_C,Gustavo
2,00:55,COR,32,44,AS,Robinson
2,00:55,COR,32,44,3_Pts_C,Fuller
