Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
4,00:00,NaN,79,89,fim_partida,
4,00:00,NaN,79,89,fim_quarto, 
4,00:00,SPF,79,89,RO,Jefferson
4,00:00,SPF,79,89,3_Pts_T,Léo Meindl
4,00:02,SPF,79,89,LL_Pts_C,De Paula
4,00:02,SPF,78,89,LL_Pts_C,De Paula
4,00:02,SPF,77,89,FR,De Paula
4,00:02,UFC,77,89,FC_A,Pepo Vidal
4,00:03,UFC,77,89,LL_Pts_C,D  Nunes
4,00:03,UFC,77,88,LL_Pts_C,D  Nunes
4,00:03,UFC,77,87,FR,D  Nunes
4,00:03,SPF,77,87,FC,Jefferson
4,00:08,SPF,77,87,AS,De Paula
4,00:08,SPF,77,87,3_Pts_C,Jefferson
4,00:12,UFC,74,87,LL_Pts_C,Barnes
4,00:12,UFC,74,86,LL_Pts_C,Barnes
4,00:12,UFC,74,85,FR,Barnes
4,00:12,SPF,74,85,FC,Shamell
4,00:13,SPF,74,85,2_Pts_C,Kurtz
4,00:13,SPF,72,85,RO,Kurtz
4,00:19,SPF,72,85,3_Pts_T,Jefferson
4,00:32,UFC,72,85,AS,Pepo Vidal
4,00:32,UFC,72,85,2_Pts_C,Barnes
4,00:35,UFC,72,83,RD,Pepo Vidal
4,00:37,SPF,72,83,3_Pts_T,Jefferson
4,00:47,UFC,72,83,ER,Pepo Vidal
4,01:04,UFC,72,83,RD,Barnes
4,01:04,SPF,72,83,LL_Pts_T,De Paula
4,01:04,SPF,72,83,LL_Pts_C,De Paula
4,01:04,UFC,71,83,substituicao_entra,Gabriel
4,01:04,UFC,71,83,substituicao_sai,Miller
4,01:04,SPF,71,83,FR,De Paula
4,01:04,UFC,71,83,FC,Miller
4,01:04,SPF,71,83,RO,De Paula
4,01:04,SPF,71,83,LL_Pts_T,De Paula
4,01:04,UFC,71,83,tempo_tecnico,UNIFACISA
4,01:04,SPF,71,83,FR,De Paula
4,01:04,UFC,71,83,FC,João Vitor
4,01:04,SPF,71,83,2_Pts_C,De Paula
4,01:20,UFC,69,83,3_Pts_C,Barnes
4,01:43,UFC,69,80,substituicao_entra,Miller
4,01:43,UFC,69,80,substituicao_sai,Gabriel
4,01:44,SPF,69,80,AS,De Paula
4,01:44,SPF,69,80,2_Pts_C,Kurtz
4,01:50,SPF,67,80,BR,Shamell
4,01:50,UFC,67,80,ER,João Vitor
4,02:11,UFC,67,80,RD,João Vitor
4,02:13,SPF,67,80,3_Pts_T,Jefferson
4,02:15,SPF,67,80,RO,Shamell
4,02:19,UFC,67,80,TO,João Vitor
4,02:19,SPF,67,80,2_Pts_T,Shamell
4,02:27,SPF,67,80,RD,Shamell
4,02:30,UFC,67,80,2_Pts_T,Pepo Vidal
4,02:50,SPF,67,80,2_Pts_C,Jefferson
4,03:00,UFC,65,80,substituicao_entra,Gabriel
4,03:00,UFC,65,80,substituicao_sai,Miller
4,03:00,SPF,65,80,substituicao_entra,Kurtz
4,03:00,SPF,65,80,substituicao_sai,Renan
4,03:00,SPF,65,80,tempo_tecnico,São Paulo
