Quarto,Tempo,Time,placar_casa,placar_visitante,Indicador,Nomes
5,00:00,NaN,87,95,fim_partida,
5,00:00,Fim  do período de prorragação,87,95,,
5,00:05,RCB,87,95,AS,Sahdi
5,00:05,RCB,87,95,3_Pts_C,Ruiz
5,00:11,SJO,87,92,AS,Mariani
5,00:11,SJO,87,92,2_Pts_C,Lupa
5,00:17,RCB,85,92,LL_Pts_C,Sahdi
5,00:17,RCB,85,91,LL_Pts_C,Sahdi
5,00:17,SJO,85,90,substituicao_entra,Buemo
5,00:17,SJO,85,90,substituicao_sai,Eugeniusz
5,00:17,RCB,85,90,FR,Sahdi
5,00:17,SJO,85,90,FC,Eugeniusz
5,00:19,SJO,85,90,2_Pts_C,Eugeniusz
5,00:25,RCB,83,90,LL_Pts_C,Sahdi
5,00:25,RCB,83,89,LL_Pts_C,Sahdi
5,00:25,RCB,83,88,FR,Sahdi
5,00:25,SJO,83,88,FC,Eugeniusz
5,00:28,SJO,83,88,2_Pts_C,Lupa
5,00:28,SJO,81,88,RO,Lupa
5,00:34,SJO,81,88,2_Pts_T,Duda
5,00:41,RCB,81,88,LL_Pts_C,Sahdi
5,00:41,RCB,81,87,LL_Pts_C,Sahdi
5,00:41,RCB,81,86,FR,Sahdi
5,00:41,SJO,81,86,FC,Eugeniusz
5,00:48,SJO,81,86,AS,Duda
5,00:48,SJO,81,86,2_Pts_C,Mariani
5,00:49,SJO,79,86,BR,Duda
5,00:49,RCB,79,86,ER,Pastor
5,00:51,RCB,79,86,RD,Pastor
5,00:51,SJO,79,86,LL_Pts_T,Rafael
5,00:51,RCB,79,86,substituicao_entra,Pedro
5,00:51,RCB,79,86,substituicao_sai,Baxley
5,00:51,SJO,79,86,substituicao_entra,Eugeniusz
5,00:51,SJO,79,86,substituicao_sai,Buemo
5,00:51,SJO,79,86,FR,Rafael
5,00:51,RCB,79,86,FC,Baxley
5,00:51,SJO,79,86,2_Pts_C,Rafael
5,01:04,RCB,77,86,AS,Baxley
5,01:04,RCB,77,86,EN,Gerson
5,01:19,SJO,77,84,AS,Duda
5,01:19,SJO,77,84,2_Pts_C,Lupa
5,01:27,RCB,75,84,LL_Pts_C,Sahdi
5,01:27,RCB,75,83,LL_Pts_C,Sahdi
5,01:27,RCB,75,82,FR,Sahdi
5,01:27,SJO,75,82,FC,Buemo
5,01:32,RCB,75,82,RO,Gerson
5,01:35,RCB,75,82,3_Pts_T,Baxley
5,01:57,RCB,75,82,RD,Ruiz
5,02:01,SJO,75,82,2_Pts_T,Duda
5,02:20,SJO,75,82,tempo_tecnico,São José
5,02:20,RCB,75,82,LL_Pts_C,Baxley
5,02:20,RCB,75,81,LL_Pts_C,Baxley
5,02:20,SJO,75,80,substituicao_entra,Buemo
5,02:20,SJO,75,80,substituicao_sai,L  Eltink
5,02:20,RCB,75,80,FR,Baxley
5,02:20,SJO,75,80,FC,L  Eltink
5,02:44,RCB,75,80,BR,Ruiz
5,02:44,SJO,75,80,ER,Duda
5,02:53,RCB,75,80,LL_Pts_C,Sahdi
5,02:53,RCB,75,79,LL_Pts_C,Sahdi
5,02:53,RCB,75,78,FR,Sahdi
5,02:53,SJO,75,78,FC,L  Eltink
5,02:59,RCB,75,78,BR,Sahdi
5,02:59,SJO,75,78,ER,Lupa
5,03:12,RCB,75,78,AS,Sahdi
5,03:12,RCB,75,78,EN,Gerson
5,03:37,SJO,75,76,AS,Mariani
5,03:37,SJO,75,76,2_Pts_C,Lupa
5,03:47,RCB,73,76,AS,Pastor
5,03:47,RCB,73,76,2_Pts_C,Gerson
5,04:11,SJO,73,74,LL_Pts_C,Duda
5,04:11,SJO,72,74,LL_Pts_T,Duda
5,04:11,SJO,72,74,FR,Duda
5,04:11,RCB,72,74,FC,Ruiz
5,04:19,RCB,72,74,AS,Baxley
5,04:19,RCB,72,74,2_Pts_C,Sahdi
5,04:25,RCB,72,72,BR,Baxley
5,04:25,SJO,72,72,ER,Rafael
5,04:38,SJO,72,72,RD,São José
5,04:38,RCB,72,72,3_Pts_T,Sahdi
5,05:00,Início do  de período de prorragação,72,72,,
5,05:00,SJO,72,72,substituicao_entra,Rafael
5,05:00,SJO,72,72,substituicao_sai,Buemo
4,00:00,NaN,72,72,fim_quarto, 
4,00:02,SJO,72,72,2_Pts_T,L  Eltink
4,00:02,SJO,72,72,RO,L  Eltink
4,00:02,SJO,72,72,3_Pts_T,Duda
