Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Bennett,30.7,1,2,0,1.0,3.0,2,0,21,34,2,4,7,9,1,4,2,1,3
#26,Betinho,28.3,3,3,0,3.0,5.0,3,0,14,33,1,5,5,8,1,2,1,0,1
#33,C. Torres,18.9,1,0,0,0.0,2.0,0,0,9,14,1,2,3,3,0,2,2,0,2
#50,Ware,21.5,0,0,0,0.0,1.0,0,0,8,17,2,5,1,1,0,0,2,1,3
#14,Dawkins,23.9,6,1,0,2.0,1.0,3,0,8,23,2,3,1,7,0,0,2,0,2
#13,Toledo,24.1,4,1,0,2.0,4.0,0,0,7,12,0,0,3,4,1,4,3,5,8
#23,L. Cauê,15.5,0,0,2,3.0,1.0,0,1,7,19,0,2,3,6,1,1,1,2,3
#9,Buffat,25.4,3,1,0,3.0,1.0,1,1,7,16,1,2,2,5,0,0,4,2,6
#2,G. Campos,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Scaglia,11.8,0,0,0,2.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
#12,D. Souza,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#17,Viana,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,8,2,16.0,18.0,10,2,81,170,9,23,25,44,4,13,19,13,32
#1,Fischer,28.4,8,1,0,2.0,1.0,3,0,22,37,2,5,8,11,0,0,2,1,3
#2,Fuller,33.3,3,3,0,1.0,4.0,1,0,17,26,3,4,3,6,2,2,1,0,1
#31,Robinson,25.4,1,0,1,2.0,1.0,0,0,9,22,1,4,3,5,0,0,4,2,6
#25,Nesbitt,34.0,3,1,0,5.0,4.0,1,1,9,17,0,0,3,7,3,3,4,1,5
#21,Wesley,27.1,3,1,1,4.0,4.0,4,0,7,16,0,0,3,7,1,2,2,1,3
#12,Humberto,15.9,0,1,0,2.0,0.0,1,0,7,7,1,1,2,2,0,0,0,1,1
#32,Johnson,12.8,1,0,1,1.0,1.0,0,0,4,6,0,0,1,2,2,2,1,0,1
#10,Vezaro,7.4,1,0,0,0.0,0.0,1,0,3,6,1,2,0,0,0,0,1,0,1
#23,Pecos,11.7,0,0,0,0.0,1.0,2,0,0,6,0,2,0,0,0,0,4,0,4
#0,Douglas Santos,4.1,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Honorato,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,Yan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,20,7,3,18.0,16.0,13,1,78,143,8,18,23,40,8,9,22,7,29
